0.000000,0.000000,0.006619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000084,0.000005,0.000002,0.837582,0.204484,0.715493
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000026,0.038699,0.000000,0.000000,0.000015,0.006005,0.000334
0.006619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000010,0.000000,0.000000,0.172630,0.000000,0.000680,0.000647,0.016482,0.000005
0.000000,0.000000,0.000000,0.000000,0.338387,0.018837,0.000000,0.000000,0.614175,0.951040,0.000000,0.000000,0.000085,0.000017,0.000003
0.000000,0.000000,0.000000,0.338387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000016,0.418306,0.000000
0.000000,0.000000,0.000000,0.018837,0.000000,0.000000,0.008005,0.000000,0.000000,0.045274,0.000000,0.000000,0.173394,0.046854,0.298518
0.000000,0.000000,0.000010,0.000000,0.000000,0.008005,0.000000,0.539870,0.028349,0.018323,0.000000,0.001426,0.017379,0.012604,0.001325
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.539870,0.000000,0.000000,0.000207,0.000000,0.000000,0.000000,0.000003,0.000000
0.000000,0.000026,0.000000,0.614175,0.000000,0.000000,0.028349,0.000000,0.000000,0.021673,0.000002,0.000000,0.074666,0.341005,0.857443
0.000084,0.038699,0.172630,0.951040,0.000000,0.045274,0.018323,0.000207,0.021673,0.000000,0.000000,0.720328,0.340899,0.241338,0.004845
0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.037452,0.001397,0.031095,0.000000
0.000002,0.000000,0.000680,0.000000,0.000000,0.000000,0.001426,0.000000,0.000000,0.720328,0.037452,0.000000,0.367884,0.047769,0.000006
0.837582,0.000015,0.000647,0.000085,0.000016,0.173394,0.017379,0.000000,0.074666,0.340899,0.001397,0.367884,0.000000,0.000000,0.009840
0.204484,0.006005,0.016482,0.000017,0.418306,0.046854,0.012604,0.000003,0.341005,0.241338,0.031095,0.047769,0.000000,0.000000,0.000000
0.715493,0.000334,0.000005,0.000003,0.000000,0.298518,0.001325,0.000000,0.857443,0.004845,0.000000,0.000006,0.009840,0.000000,0.000000
